14,2,category,category_subtype,duration,message_index,repetitions,set_type,start_time,timestamp,weight,weight_display_unit,wkt_step_index
,,,,75.592,38,,rest,2025-09-27 12:52:38+00:00,2025-09-27 12:04:48+00:00,,,17
24,"[255, 255]","['flye', 'flye']","[5, 5]",42.811,39,10,active,2025-09-27 12:53:54+00:00,2025-09-27 12:04:48+00:00,7.5,kilogram,16
,,,,45.321,40,,rest,2025-09-27 12:54:37+00:00,2025-09-27 12:04:48+00:00,,,17
25,"[255, 255]","['flye', 'flye']","[5, 5]",49.354,41,15,active,2025-09-27 12:55:22+00:00,2025-09-27 12:04:48+00:00,2.5,kilogram,16
,,,,72.652,42,,rest,2025-09-27 12:56:11+00:00,2025-09-27 12:04:48+00:00,,,17
26,"[255, 255]","['run_indoor', 'run_indoor']","[0, 0]",900.0,43,,active,2025-09-27 12:57:24+00:00,2025-09-27 12:04:48+00:00,0.0,kilogram,19
27,"[255, 255]","['warm_up', 'warm_up']","[34, 34]",180.0,44,,active,2025-09-27 13:12:24+00:00,2025-09-27 12:04:48+00:00,0.0,kilogram,20
,,,,638.229,45,,rest,2025-09-27 13:15:24+00:00,2025-09-27 12:04:48+00:00,,,
28,"[255, None]","['unknown', 'curl']",,15.725,46,0,active,2025-09-27 13:26:02+00:00,2025-09-27 12:04:48+00:00,,,
,,,,34.941,47,,rest,2025-09-27 13:26:18+00:00,2025-09-27 12:04:48+00:00,,,
