135,136,143,current_stress,enhanced_respiration_rate,heart_rate,timestamp
2,67,75,50.0,21.0,67,2025-09-19 11:12:44+00:00
2,67,75,49.0,21.0,67,2025-09-19 11:12:45+00:00
2,67,75,49.0,21.0,67,2025-09-19 11:12:46+00:00
1,68,75,49.0,21.0,68,2025-09-19 11:12:47+00:00
2,69,75,49.0,21.0,69,2025-09-19 11:12:48+00:00
3,71,75,49.0,21.0,71,2025-09-19 11:12:49+00:00
2,73,75,48.0,21.0,73,2025-09-19 11:12:50+00:00
2,73,75,48.0,21.0,73,2025-09-19 11:12:51+00:00
2,73,75,48.0,21.0,73,2025-09-19 11:12:52+00:00
2,73,75,48.0,21.0,73,2025-09-19 11:12:53+00:00
2,73,75,48.0,21.0,73,2025-09-19 11:12:54+00:00
4,71,75,43.0,20.0,71,2025-09-19 11:12:55+00:00
5,70,75,43.0,20.0,70,2025-09-19 11:12:56+00:00
4,71,75,43.0,20.0,71,2025-09-19 11:12:57+00:00
4,71,75,43.0,20.0,71,2025-09-19 11:12:58+00:00
4,71,75,43.0,20.0,71,2025-09-19 11:12:59+00:00
4,71,75,40.0,20.0,71,2025-09-19 11:13:00+00:00
1,70,75,40.0,20.0,70,2025-09-19 11:13:01+00:00
0,71,75,40.0,20.0,71,2025-09-19 11:13:02+00:00
0,71,75,40.0,20.0,71,2025-09-19 11:13:03+00:00
1,70,75,40.0,20.0,70,2025-09-19 11:13:04+00:00
0,69,75,42.0,20.0,69,2025-09-19 11:13:05+00:00
0,69,75,42.0,20.0,69,2025-09-19 11:13:06+00:00
1,68,75,42.0,20.0,68,2025-09-19 11:13:07+00:00
1,68,75,42.0,20.0,68,2025-09-19 11:13:08+00:00
1,68,75,42.0,20.0,68,2025-09-19 11:13:09+00:00
1,68,75,42.0,19.0,68,2025-09-19 11:13:10+00:00
1,68,75,42.0,19.0,68,2025-09-19 11:13:11+00:00
1,68,75,42.0,19.0,68,2025-09-19 11:13:12+00:00
1,69,75,42.0,19.0,69,2025-09-19 11:13:13+00:00
1,69,75,42.0,19.0,69,2025-09-19 11:13:14+00:00
4,70,75,41.0,19.0,70,2025-09-19 11:13:15+00:00
6,71,75,41.0,19.0,71,2025-09-19 11:13:16+00:00
1,73,75,41.0,19.0,73,2025-09-19 11:13:17+00:00
1,73,75,41.0,19.0,73,2025-09-19 11:13:18+00:00
5,72,75,41.0,19.0,72,2025-09-19 11:13:19+00:00
5,72,75,40.0,19.0,72,2025-09-19 11:13:20+00:00
9,70,75,40.0,19.0,70,2025-09-19 11:13:21+00:00
8,66,75,40.0,19.0,66,2025-09-19 11:13:22+00:00
8,64,75,40.0,19.0,64,2025-09-19 11:13:23+00:00
8,62,75,40.0,19.0,62,2025-09-19 11:13:24+00:00
8,61,75,40.0,19.0,61,2025-09-19 11:13:25+00:00
8,60,75,40.0,19.0,60,2025-09-19 11:13:26+00:00
8,60,75,40.0,18.0,60,2025-09-19 11:13:27+00:00
4,68,75,40.0,18.0,68,2025-09-19 11:13:28+00:00
2,72,75,40.0,18.0,72,2025-09-19 11:13:29+00:00
0,75,75,39.0,18.0,75,2025-09-19 11:13:30+00:00
0,76,75,39.0,18.0,76,2025-09-19 11:13:31+00:00
1,77,75,39.0,18.0,77,2025-09-19 11:13:32+00:00
1,77,75,39.0,18.0,77,2025-09-19 11:13:33+00:00
1,77,75,39.0,18.0,77,2025-09-19 11:13:34+00:00
0,76,75,40.0,18.0,76,2025-09-19 11:13:35+00:00
0,76,75,40.0,18.0,76,2025-09-19 11:13:36+00:00
1,75,75,40.0,17.0,75,2025-09-19 11:13:37+00:00
0,72,75,40.0,17.0,72,2025-09-19 11:13:38+00:00
0,70,75,40.0,17.0,70,2025-09-19 11:13:39+00:00
1,68,75,41.0,16.0,68,2025-09-19 11:13:40+00:00
1,66,75,41.0,16.0,66,2025-09-19 11:13:41+00:00
1,65,75,41.0,16.0,65,2025-09-19 11:13:42+00:00
1,64,75,41.0,16.0,64,2025-09-19 11:13:43+00:00
1,64,75,41.0,16.0,64,2025-09-19 11:13:44+00:00
1,63,75,42.0,16.0,63,2025-09-19 11:13:45+00:00
1,64,75,42.0,16.0,64,2025-09-19 11:13:46+00:00
1,64,75,42.0,16.0,64,2025-09-19 11:13:47+00:00
1,64,75,42.0,16.0,64,2025-09-19 11:13:48+00:00
1,64,75,42.0,16.0,64,2025-09-19 11:13:49+00:00
1,64,75,40.0,16.0,64,2025-09-19 11:13:50+00:00
1,64,75,40.0,16.0,64,2025-09-19 11:13:51+00:00
6,65,75,40.0,16.0,65,2025-09-19 11:13:52+00:00
4,67,75,40.0,16.0,67,2025-09-19 11:13:53+00:00
3,68,75,40.0,16.0,68,2025-09-19 11:13:54+00:00
2,69,75,40.0,16.0,69,2025-09-19 11:13:55+00:00
2,69,75,40.0,16.0,69,2025-09-19 11:13:56+00:00
2,69,75,40.0,16.0,69,2025-09-19 11:13:57+00:00
2,69,75,40.0,16.0,69,2025-09-19 11:13:58+00:00
3,70,75,40.0,16.0,70,2025-09-19 11:13:59+00:00
3,70,75,39.0,16.0,70,2025-09-19 11:14:00+00:00
3,70,75,39.0,16.0,70,2025-09-19 11:14:01+00:00
3,70,75,39.0,16.0,70,2025-09-19 11:14:02+00:00
2,71,75,39.0,15.0,71,2025-09-19 11:14:03+00:00
2,71,75,39.0,15.0,71,2025-09-19 11:14:04+00:00
2,71,75,33.0,15.0,71,2025-09-19 11:14:05+00:00
2,71,75,33.0,15.0,71,2025-09-19 11:14:06+00:00
2,71,75,33.0,15.0,71,2025-09-19 11:14:07+00:00
2,72,75,33.0,15.0,72,2025-09-19 11:14:08+00:00
2,72,75,33.0,15.0,72,2025-09-19 11:14:09+00:00
2,72,75,35.0,15.0,72,2025-09-19 11:14:10+00:00
2,72,75,35.0,15.0,72,2025-09-19 11:14:11+00:00
2,72,75,35.0,15.0,72,2025-09-19 11:14:12+00:00
2,72,75,35.0,15.0,72,2025-09-19 11:14:13+00:00
2,73,75,35.0,15.0,73,2025-09-19 11:14:14+00:00
1,72,75,34.0,15.0,72,2025-09-19 11:14:15+00:00
1,72,75,34.0,15.0,72,2025-09-19 11:14:16+00:00
1,72,75,34.0,15.0,72,2025-09-19 11:14:17+00:00
