14,2,category,category_subtype,duration,message_index,repetitions,set_type,start_time,timestamp,weight,weight_display_unit,wkt_step_index
13,"[255, 255]","['flye', 'flye']","[2, 2]",37.76,20,15,active,2025-10-06 13:32:16+00:00,2025-10-06 13:09:11+00:00,2.5,kilogram,6
,,,,60.492,21,,rest,2025-10-06 13:32:54+00:00,2025-10-06 13:09:11+00:00,,,7
14,"[255, 255]","['push_up', 'push_up']","[77, 77]",34.093,22,10,active,2025-10-06 13:33:54+00:00,2025-10-06 13:09:11+00:00,,kilogram,9
,,,,45.448,23,,rest,2025-10-06 13:34:28+00:00,2025-10-06 13:09:11+00:00,,,10
15,"[255, 255]","['push_up', 'push_up']","[77, 77]",32.368,24,10,active,2025-10-06 13:35:14+00:00,2025-10-06 13:09:11+00:00,,kilogram,9
,,,,45.878,25,,rest,2025-10-06 13:35:46+00:00,2025-10-06 13:09:11+00:00,,,10
16,"[255, 255]","['push_up', 'push_up']","[77, 77]",33.856,26,10,active,2025-10-06 13:36:32+00:00,2025-10-06 13:09:11+00:00,,kilogram,9
,,,,160.251,27,,rest,2025-10-06 13:37:06+00:00,2025-10-06 13:09:11+00:00,,,10
17,"[255, 255]","['triceps_extension', 'triceps_extension']","[7, 7]",62.804,28,12,active,2025-10-06 13:39:46+00:00,2025-10-06 13:09:11+00:00,2.5,kilogram,12
18,"[255, 255]","['triceps_extension', 'triceps_extension']","[18, 18]",57.041,29,12,active,2025-10-06 13:40:49+00:00,2025-10-06 13:09:11+00:00,15.0,kilogram,13
,,,,21.521,30,,rest,2025-10-06 13:41:46+00:00,2025-10-06 13:09:11+00:00,,,14
19,"[255, 255]","['triceps_extension', 'triceps_extension']","[7, 7]",106.565,31,12,active,2025-10-06 13:42:08+00:00,2025-10-06 13:09:11+00:00,2.5,kilogram,12
20,"[255, 255]","['triceps_extension', 'triceps_extension']","[18, 18]",50.157,32,12,active,2025-10-06 13:43:54+00:00,2025-10-06 13:09:11+00:00,10.0,kilogram,13
,,,,60.441,33,,rest,2025-10-06 13:44:44+00:00,2025-10-06 13:09:11+00:00,,,14
21,"[255, 255]","['triceps_extension', 'triceps_extension']","[7, 7]",81.139,34,12,active,2025-10-06 13:45:45+00:00,2025-10-06 13:09:11+00:00,2.5,kilogram,12
22,"[255, 255]","['triceps_extension', 'triceps_extension']","[18, 18]",43.751,35,12,active,2025-10-06 13:47:06+00:00,2025-10-06 13:09:11+00:00,10.0,kilogram,13
,,,,125.466,36,,rest,2025-10-06 13:47:50+00:00,2025-10-06 13:09:11+00:00,,,14
23,"[255, 255]","['flye', 'flye']","[5, 5]",2.06,37,0,active,2025-10-06 13:49:55+00:00,2025-10-06 13:09:11+00:00,0.0,kilogram,16
,,,,2.355,38,,rest,2025-10-06 13:49:57+00:00,2025-10-06 13:09:11+00:00,,,17
24,"[255, 255]","['flye', 'flye']","[5, 5]",2.514,39,0,active,2025-10-06 13:50:00+00:00,2025-10-06 13:09:11+00:00,0.0,kilogram,16
,,,,1.307,40,,rest,2025-10-06 13:50:02+00:00,2025-10-06 13:09:11+00:00,,,17
25,"[255, 255]","['flye', 'flye']","[5, 5]",3.687,41,0,active,2025-10-06 13:50:03+00:00,2025-10-06 13:09:11+00:00,0.0,kilogram,16
,,,,122.961,42,,rest,2025-10-06 13:50:07+00:00,2025-10-06 13:09:11+00:00,,,17
26,"[255, 255]","['run_indoor', 'run_indoor']","[0, 0]",900.0,43,,active,2025-10-06 13:52:10+00:00,2025-10-06 13:09:11+00:00,0.0,kilogram,19
27,"[255, 255]","['warm_up', 'warm_up']","[34, 34]",180.0,44,,active,2025-10-06 14:07:10+00:00,2025-10-06 13:09:11+00:00,0.0,kilogram,20
,,,,55.406,45,,rest,2025-10-06 14:10:10+00:00,2025-10-06 13:09:11+00:00,,,
